,source_id,topic-0,topic-1,topic-2,topic-3,topic-4,topic-5,topic-6,topic-7,topic-8,topic-9,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29,topic-30,topic-31,topic-32,topic-33,topic-34,topic-35,topic-36,topic-37,topic-38,topic-39
mc00344-001-bx0001_33-005-000,mc00344-001-bx0001_33-005-000,7.430554660459165e-07,7.430554660459165e-07,0.009150227531790733,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,0.698421061038971,7.430554660459165e-07,0.0009987464873120189,0.0006993420538492501,7.430554660459165e-07,7.430554660459165e-07,0.0006260938826017082,7.430554660459165e-07,0.022668637335300446,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,0.015380747616291046,7.430554660459165e-07,0.0007565449341200292,0.05147646367549896,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,0.10314202308654785,0.015910517424345016,7.430554660459165e-07,7.430554660459165e-07,7.430554660459165e-07,0.0807487741112709
mc00344-002-bx0002-09-011-000,mc00344-002-bx0002-09-011-000,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.8776063323020935,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.000140010699396953,0.11707323044538498
aspca-reports-bx0008-009-001_0_20191204_627,aspca-reports-bx0008-009-001_0_20191204_627,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,0.972756028175354,0.024543695151805878,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,0.0025950963608920574,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06,2.8446881970012328e-06
mc00344-002-bx0002-09-001-000,mc00344-002-bx0002-09-001-000,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,0.0021629412658512592,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,0.9052209258079529,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,0.06827007234096527,1.5232673149512266e-06,1.5232673149512266e-06,0.024291204288601875,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06,1.5232673149512266e-06
mc00620-001-hb0002-020-011,mc00620-001-hb0002-020-011,2.9570399419753812e-05,2.9570399419753812e-05,0.323596715927124,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,0.35625454783439636,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,0.0736878514289856,2.9570399419753812e-05,2.9570399419753812e-05,2.9570399419753812e-05,0.10858889669179916,2.9570399419753812e-05,0.13683705031871796,2.9570399419753812e-05,2.9570399419753812e-05
mc00620-001-hb0002-020-005,mc00620-001-hb0002-020-005,8.732134301681072e-05,8.732134301681072e-05,0.51287442445755,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,0.4057891368865967,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05,0.07810553908348083,8.732134301681072e-05,8.732134301681072e-05,8.732134301681072e-05
mc00456-001-bx0007-026-001,mc00456-001-bx0007-026-001,1.567912840982899e-05,1.567912840982899e-05,0.7039299011230469,0.05065777525305748,0.007610640954226255,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,0.01216376107186079,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,0.11869572848081589,0.010834051296114922,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,0.0026391379069536924,0.09296726435422897,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05,1.567912840982899e-05
mc00456-001-bx0007-036-001,mc00456-001-bx0007-036-001,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,0.04630862921476364,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,0.013474593870341778,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,0.08976370841264725,9.927047358360142e-05,0.8026606440544128,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,0.009490310214459896,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,9.927047358360142e-05,0.034926898777484894,9.927047358360142e-05
mc00456-001-bx0006-039-001,mc00456-001-bx0006-039-001,5.37168380105868e-05,5.37168380105868e-05,0.19953571259975433,5.37168380105868e-05,0.5180237889289856,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,0.02723955549299717,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,0.23599348962306976,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,0.017327401787042618,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05,5.37168380105868e-05
mc00456-001-bx0006-029-001,mc00456-001-bx0006-029-001,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,0.9989870190620422,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05,2.597437924123369e-05
aspca_20200305_2942,aspca_20200305_2942,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,0.009245549328625202,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,0.9905198812484741,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06,6.172971552587114e-06
mc00344-001-bx0001_2-008-000,mc00344-001-bx0001_2-008-000,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,0.09730014204978943,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,2.0958907498425106e-06,0.902620255947113
mc00456-001-bx0002-008-001,mc00456-001-bx0002-008-001,4.0365339373238385e-05,4.0365339373238385e-05,0.26558583974838257,4.0365339373238385e-05,0.00713181309401989,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,0.7257888913154602,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05,4.0365339373238385e-05
mc00456-001-bx0002-018-001,mc00456-001-bx0002-018-001,6.579024193342775e-05,6.579024193342775e-05,0.8561436533927917,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,0.029418906196951866,0.09571020305156708,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,0.016358764842152596,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05,6.579024193342775e-05
mc00344-001-lb0001_31-003-000,mc00344-001-lb0001_31-003-000,0.019476108253002167,1.1357770972608705e-06,0.0001860070915427059,1.1357770972608705e-06,0.0007881346973590553,1.1357770972608705e-06,1.1357770972608705e-06,0.005365864839404821,0.04236425831913948,0.02873639203608036,0.0008041648543439806,4.6372839278774336e-05,1.1357770972608705e-06,0.004096308723092079,0.006007020827382803,1.1357770972608705e-06,0.021568989381194115,1.1357770972608705e-06,1.1357770972608705e-06,1.1357770972608705e-06,1.1357770972608705e-06,1.1357770972608705e-06,1.1357770972608705e-06,0.0004460433265194297,1.1357770972608705e-06,0.002329761628061533,0.34486550092697144,1.1357770972608705e-06,1.1357770972608705e-06,1.1357770972608705e-06,0.013749908655881882,0.0029090261086821556,1.1357770972608705e-06,0.04123828932642937,1.1357770972608705e-06,0.31600120663642883,2.92175591312116e-05,1.1357770972608705e-06,1.1357770972608705e-06,0.14896871149539948
aspca_20200305_2957,aspca_20200305_2957,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,0.9997433423995972,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06,6.580704848602181e-06
mc00620-001-bx0001-089-001,mc00620-001-bx0001-089-001,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,0.00980762392282486,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,0.668756365776062,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,0.32097065448760986,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05,1.257693293155171e-05
mc00620-001-hb0002-020-004,mc00620-001-hb0002-020-004,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,0.9977104663848877,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05,5.8705372794065624e-05
mc00456-001-bx0003-017-001,mc00456-001-bx0003-017-001,1.2254295143065974e-05,1.2254295143065974e-05,0.4589042663574219,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,0.5406301021575928,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05,1.2254295143065974e-05
mc00456-001-bx0003-007-001,mc00456-001-bx0003-007-001,4.038931365357712e-06,4.038931365357712e-06,0.7866225838661194,0.007136491592973471,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,0.03070709854364395,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,0.0035638741683214903,4.038931365357712e-06,0.024499142542481422,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,0.001995716942474246,4.038931365357712e-06,4.038931365357712e-06,0.005907039158046246,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,4.038931365357712e-06,0.13583455979824066,4.038931365357712e-06,4.038931365357712e-06,0.0036083199083805084,4.038931365357712e-06
mc00236_2595469_20200115_941,mc00236_2595469_20200115_941,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,0.0212368406355381,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,0.027161095291376114,2.118594420608133e-05,2.118594420608133e-05,0.11258602887392044,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,0.8329645991325378,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,0.005309948697686195,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05,2.118594420608133e-05
mc00620-001-hb0002-020-010,mc00620-001-hb0002-020-010,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.00011368327250238508,0.9955663084983826,0.00011368327250238508,0.00011368327250238508
mc00344-001-lb0001_41-003-000,mc00344-001-lb0001_41-003-000,0.018544109538197517,2.9203593499005365e-07,0.014222160913050175,2.9203593499005365e-07,2.9203593499005365e-07,2.9203593499005365e-07,2.9203593499005365e-07,0.011764317750930786,0.041969187557697296,0.5610417723655701,9.181410860037431e-06,0.00014435281627811491,2.9203593499005365e-07,2.9203593499005365e-07,2.6836645702132955e-05,2.9203593499005365e-07,0.08101919293403625,2.9203593499005365e-07,2.9203593499005365e-07,2.9203593499005365e-07,2.9203593499005365e-07,2.9203593499005365e-07,2.9203593499005365e-07,0.0013108471175655723,2.9203593499005365e-07,0.07785028219223022,0.08023090660572052,2.9203593499005365e-07,2.9203593499005365e-07,2.9203593499005365e-07,2.9203593499005365e-07,0.05653658136725426,2.9203593499005365e-07,2.9203593499005365e-07,0.0009627345716580749,0.03818374499678612,2.9203593499005365e-07,2.9203593499005365e-07,2.9203593499005365e-07,0.016176840290427208
mc00456-001-bx0005-032-001,mc00456-001-bx0005-032-001,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,0.9979418516159058,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05,5.2773350034840405e-05
mc00620-001-hb0002-017-003,mc00620-001-hb0002-017-003,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.25160834193229675,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.6158809065818787,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.10355885326862335,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195,0.0007824841304682195
mc00456-001-bx0005-022-001,mc00456-001-bx0005-022-001,0.00012961401080247015,0.00012961401080247015,0.3189319968223572,0.00012961401080247015,0.0373072512447834,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.037126269191503525,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.09333838522434235,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.00012961401080247015,0.501798152923584,0.00012961401080247015,0.00012961401080247015,0.00709109753370285,0.00012961401080247015
mc00620-001-bx0001-030-001,mc00620-001-bx0001-030-001,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,0.05331040546298027,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,0.4066302478313446,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,0.5386570692062378,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05,3.7898651498835534e-05
mc00344-001-bx0001_1-003-000,mc00344-001-bx0001_1-003-000,0.05372825264930725,6.266189984671655e-07,6.266189984671655e-07,6.266189984671655e-07,6.266189984671655e-07,6.266189984671655e-07,6.266189984671655e-07,0.00041495609912090003,0.0005979992565698922,0.22132037580013275,6.266189984671655e-07,0.30237850546836853,6.266189984671655e-07,0.0037137146573513746,6.266189984671655e-07,0.0013210297329351306,0.0063902270048856735,6.266189984671655e-07,6.266189984671655e-07,6.266189984671655e-07,6.266189984671655e-07,6.266189984671655e-07,6.266189984671655e-07,0.00625490490347147,6.266189984671655e-07,0.0027091451920568943,2.1588135496131144e-05,6.266189984671655e-07,6.266189984671655e-07,6.266189984671655e-07,6.266189984671655e-07,0.0016434190329164267,6.266189984671655e-07,6.266189984671655e-07,6.266189984671655e-07,0.3145570158958435,6.266189984671655e-07,6.266189984671655e-07,6.266189984671655e-07,0.08493261784315109
mc00620-001-bx0001-020-001,mc00620-001-bx0001-020-001,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,0.10526382923126221,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,0.025463424623012543,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,0.48689308762550354,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,0.37798574566841125,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,2.3906444766907953e-05,0.003557205433025956,2.3906444766907953e-05,2.3906444766907953e-05
